Date,Open,High,Low,Close,Adj Close,Volume
14-03-2011,166.600006,168.080002,164.570007,166.729996,166.729996,4022000
15-03-2011,161.389999,166.880005,160.759995,165.080002,165.080002,4934500
16-03-2011,164.699997,168.139999,162.869995,164.699997,164.699997,5208100
17-03-2011,165.910004,166.300003,160.779999,160.970001,160.970001,6471400
18-03-2011,161.190002,163.539993,160.589996,161.820007,161.820007,7442700
21-03-2011,163.369995,165.789993,161.720001,164.520004,164.520004,4055100
22-03-2011,164.070007,164.440002,162.25,162.600006,162.600006,3611400
23-03-2011,162.300003,166.259995,160.820007,165.320007,165.320007,4721300
24-03-2011,168.210007,172,167.360001,171.100006,171.100006,6283200
25-03-2011,171.639999,173.490005,170.300003,170.979996,170.979996,4293800
28-03-2011,171.800003,172.5,169.25,169.350006,169.350006,3400800
29-03-2011,170.729996,174.839996,170.070007,174.619995,174.619995,4884600
30-03-2011,177.779999,181.160004,177.660004,179.419998,179.419998,6859300
31-03-2011,179.309998,181.570007,178.5,180.130005,180.130005,4826500
01-04-2011,181.580002,183.25,178.589996,180.130005,180.130005,5684100
04-04-2011,180.889999,183.610001,180.690002,182.940002,182.940002,4186400
05-04-2011,182.100006,186.360001,181.800003,185.289993,185.289993,5569200
06-04-2011,186.149994,188.270004,181.119995,182.759995,182.759995,5430700
07-04-2011,182.779999,185.169998,181.759995,184.910004,184.910004,4564000
08-04-2011,185.259995,186.220001,182.779999,184.710007,184.710007,3726400
11-04-2011,184.860001,186.490005,181.850006,184.039993,184.039993,3297100
12-04-2011,183.059998,184.589996,179.419998,180.479996,180.479996,5334500
13-04-2011,180.830002,182.880005,179.800003,182.289993,182.289993,4216300
14-04-2011,181.389999,182.080002,179.360001,181.820007,181.820007,3588200
15-04-2011,181,181.779999,179.020004,180.009995,180.009995,4272400
18-04-2011,178.380005,178.910004,175.369995,178.339996,178.339996,4616500
19-04-2011,178.350006,179.470001,176.600006,178.820007,178.820007,2646000
20-04-2011,181.619995,185,181.589996,183.869995,183.869995,4067500
21-04-2011,184.559998,185.970001,183.050003,185.889999,185.889999,3348100
25-04-2011,185.649994,186.350006,183.770004,185.419998,185.419998,3438100
26-04-2011,186.270004,186.419998,180.740005,182.300003,182.300003,11200000
27-04-2011,183.199997,197.800003,182.75,196.630005,196.630005,23623000
28-04-2011,195.960007,196.789993,192.270004,195.070007,195.070007,7300000
29-04-2011,194.380005,196.589996,193.779999,195.809998,195.809998,6640900
02-05-2011,196.570007,203.419998,196.179993,201.190002,201.190002,9398100
03-05-2011,201,202.589996,196.690002,198.449997,198.449997,6100000
04-05-2011,198.25,201.860001,195.369995,199.970001,199.970001,6550000
05-05-2011,198.660004,201,196.119995,197.110001,197.110001,4600000
06-05-2011,199.100006,199.559998,196.559998,197.600006,197.600006,4013900
09-05-2011,198.339996,202.360001,196.779999,200.800003,200.800003,5825400
10-05-2011,201.940002,205.289993,201.559998,203.940002,203.940002,5885900
11-05-2011,203.119995,205.5,202.25,204.380005,204.380005,4809000
12-05-2011,204.220001,206.190002,200.619995,206.070007,206.070007,4800000
13-05-2011,205.699997,206.389999,202.360001,202.559998,202.559998,4123700
16-05-2011,200.539993,200.899994,191.369995,192.509995,192.509995,9386400
17-05-2011,191.820007,195.979996,191.759995,194.809998,194.809998,7073300
18-05-2011,194.130005,198.279999,193.25,197.089996,197.089996,4955800
19-05-2011,198.330002,199.949997,197.550003,198.800003,198.800003,3701200
20-05-2011,197.949997,199.800003,197.240005,198.649994,198.649994,3381000
23-05-2011,195.559998,197.289993,192.020004,196.220001,196.220001,4200000
24-05-2011,197,197,193,193.270004,193.270004,2972700
25-05-2011,193.570007,194.350006,191.139999,192.259995,192.259995,4661300
26-05-2011,191.240005,196.449997,190.880005,195,195,4075200
27-05-2011,194.759995,196.119995,193.5,194.130005,194.130005,2352600
31-05-2011,195.940002,198.440002,195.029999,196.690002,196.690002,3409000
01-06-2011,196.059998,197.259995,192.050003,192.399994,192.399994,3445200
02-06-2011,192.279999,194.440002,190.559998,193.649994,193.649994,3044900
03-06-2011,191.229996,193.210007,187.619995,188.320007,188.320007,4974500
06-06-2011,188.009995,189.850006,185.179993,185.690002,185.690002,3716000
07-06-2011,185.720001,190.630005,185.520004,187.550003,187.550003,4866500
08-06-2011,187.449997,189.809998,186.320007,188.050003,188.050003,3716600
09-06-2011,189.740005,191.759995,185.710007,189.679993,189.679993,4187300
10-06-2011,189.25,190.770004,186.279999,186.529999,186.529999,3760400
13-06-2011,186.809998,189.309998,184.860001,186.289993,186.289993,3868900
14-06-2011,188.990005,190.720001,187.070007,189.960007,189.960007,3960300
15-06-2011,188.039993,192.449997,185.300003,185.979996,185.979996,6317700
16-06-2011,185.740005,187,181.589996,183.649994,183.649994,6032100
17-06-2011,186.509995,187.389999,184.639999,186.369995,186.369995,6322200
20-06-2011,185.960007,188.850006,185.570007,187.720001,187.720001,2831700
21-06-2011,188.300003,195,187.119995,194.229996,194.229996,4182600
22-06-2011,193.960007,195.199997,191.320007,191.630005,191.630005,3129700
23-06-2011,189.5,194.460007,188.300003,194.160004,194.160004,4609600
24-06-2011,193.880005,194.919998,191.350006,192.550003,192.550003,3614500
27-06-2011,194.5,202.580002,194.029999,201.25,201.25,6100700
28-06-2011,201.919998,202.880005,200.600006,202.350006,202.350006,3825300
29-06-2011,202.669998,206.25,201.029999,204.179993,204.179993,4608900
30-06-2011,200.779999,205.199997,200.5,204.490005,204.490005,4448100
01-07-2011,205.550003,210.270004,203.610001,209.490005,209.490005,4008700
05-07-2011,208.759995,214.449997,208.729996,213.190002,213.190002,3585200
06-07-2011,212.119995,214.399994,211.009995,214.190002,214.190002,2607600
07-07-2011,215.089996,217.800003,215.089996,216.740005,216.740005,3144900
08-07-2011,214.300003,218.320007,213.25,218.279999,218.279999,3707900
11-07-2011,216.740005,217.5,211,212.550003,212.550003,4033700
12-07-2011,214.639999,215.649994,211.119995,211.229996,211.229996,3985700
13-07-2011,214.699997,216.830002,212.139999,213.5,213.5,4229900
14-07-2011,213.580002,215.910004,209.380005,210.380005,210.380005,3902500
15-07-2011,213.080002,214.529999,209.289993,212.869995,212.869995,4072600
18-07-2011,212.529999,213.389999,208.289993,211.529999,211.529999,2898100
19-07-2011,213.770004,218.399994,213.770004,218.059998,218.059998,4437200
20-07-2011,220.050003,220.199997,214.410004,215.550003,215.550003,3372900
21-07-2011,216.740005,217.089996,211.070007,213.210007,213.210007,4545300
22-07-2011,213.860001,217.949997,211.110001,216.520004,216.520004,3591700
25-07-2011,215.490005,216.080002,213,213.490005,213.490005,3342800
26-07-2011,214.990005,215.600006,210.350006,214.179993,214.179993,9863600
27-07-2011,224.389999,227.199997,219.619995,222.520004,222.520004,12955600
28-07-2011,223.270004,225.949997,220.229996,223.899994,223.899994,5354900
29-07-2011,221.289993,225.75,219.509995,222.520004,222.520004,5167700
01-08-2011,225,227.449997,217.660004,221.320007,221.320007,5789300
02-08-2011,220.320007,222.429993,211.300003,211.699997,211.699997,6586700
03-08-2011,212.970001,214.830002,205.539993,209.960007,209.960007,8197100
04-08-2011,206.729996,208,201.449997,201.479996,201.479996,6579500
05-08-2011,204.669998,207.320007,194.839996,202.699997,202.699997,10024000
08-08-2011,196.399994,200.389999,190.050003,193.699997,193.699997,10427500
09-08-2011,196.699997,205.089996,190.460007,205.089996,205.089996,10491200
10-08-2011,200.759995,202.399994,193.600006,194.130005,194.130005,8757600
11-08-2011,197.009995,200.850006,191.360001,198.360001,198.360001,7401900
12-08-2011,200.279999,204.559998,197.210007,202.300003,202.300003,5620400
15-08-2011,202.059998,205.279999,198.320007,202.949997,202.949997,4785900
16-08-2011,201.139999,201.389999,194.75,197.679993,197.679993,5205900
17-08-2011,198.529999,199.600006,193.740005,195.929993,195.929993,3991100
18-08-2011,191.210007,191.339996,179.720001,182.520004,182.520004,8275200
19-08-2011,180.289993,190,177.550003,178.929993,178.929993,7244200
22-08-2011,182.830002,184.199997,177.100006,177.539993,177.539993,5313700
23-08-2011,178.919998,194.839996,178.520004,193.550003,193.550003,7351600
24-08-2011,193.889999,196.309998,190.169998,193.729996,193.729996,6248700
25-08-2011,194.410004,196.990005,191.070007,192.029999,192.029999,3760800
26-08-2011,191.240005,199.720001,189.600006,199.270004,199.270004,5310700
29-08-2011,202.820007,206.669998,202.550003,206.529999,206.529999,4511000
30-08-2011,205.779999,212.490005,204.320007,210.919998,210.919998,5915700
31-08-2011,212.270004,216.169998,211.350006,215.229996,215.229996,7405000
01-09-2011,215.279999,217.639999,211.619995,212.539993,212.539993,5275300
02-09-2011,208.940002,210.690002,207,210,210,4232000
06-09-2011,204.770004,216.600006,204.470001,216.179993,216.179993,6216200
07-09-2011,218.800003,220.190002,214.220001,219.899994,219.899994,5295800
08-09-2011,218.300003,220.639999,216.339996,217.259995,217.259995,4397900
09-09-2011,215.050003,216.960007,209.75,211.389999,211.389999,4574300
12-09-2011,208.75,216.660004,208.649994,216.559998,216.559998,5342100
13-09-2011,217.789993,219.949997,215.009995,219.529999,219.529999,4835900
14-09-2011,220.220001,224.990005,216.720001,222.570007,222.570007,5881700
15-09-2011,223.990005,227.199997,221.25,226.779999,226.779999,5608800
16-09-2011,227.570007,240.440002,226.740005,239.300003,239.300003,11753000
19-09-2011,237.110001,244,232.880005,241.690002,241.690002,8223300
20-09-2011,240.800003,241.050003,231.029999,233.25,233.25,7385500
21-09-2011,234.509995,240.520004,231.809998,231.869995,231.869995,5881500
22-09-2011,224.720001,228.789993,219,223.229996,223.229996,8254600
23-09-2011,220.509995,224.490005,219.059998,223.610001,223.610001,6468100
26-09-2011,227.479996,230.240005,221.399994,229.850006,229.850006,5794100
27-09-2011,234.220001,234.75,222.399994,224.210007,224.210007,7837500
28-09-2011,226.350006,235.809998,225.600006,229.710007,229.710007,14436900
29-09-2011,234.169998,234.300003,216.289993,222.440002,222.440002,9378500
30-09-2011,218.190002,223,215.210007,216.229996,216.229996,6550300
03-10-2011,217.009995,221.600006,211.389999,211.979996,211.979996,6624400
04-10-2011,209.619995,215,200.429993,212.5,212.5,8711600
05-10-2011,212.529999,220.169998,208.479996,219.5,219.5,6508200
06-10-2011,220.279999,223.619995,217.550003,221.509995,221.509995,6849300
07-10-2011,222.479996,227.899994,218.410004,224.740005,224.740005,6784300
10-10-2011,226.229996,232.800003,224.100006,231.320007,231.320007,5143100
11-10-2011,230.600006,236.75,229,235.479996,235.479996,5003700
12-10-2011,236.639999,241.839996,234.330002,236.809998,236.809998,6510800
13-10-2011,237,239.679993,235.229996,236.149994,236.149994,4833500
14-10-2011,240.869995,246.710007,240.179993,246.710007,246.710007,5923700
17-10-2011,244.289993,246.710007,240.669998,242.330002,242.330002,4779000
18-10-2011,242.309998,244.610001,236.619995,243.880005,243.880005,4609700
19-10-2011,240.669998,243.330002,229.25,231.529999,231.529999,6715100
20-10-2011,232.130005,234.740005,229.800003,233.610001,233.610001,4524900
21-10-2011,236.910004,237,230.600006,234.779999,234.779999,4572500
24-10-2011,236.020004,240.470001,234,237.610001,237.610001,4975800
25-10-2011,238.589996,239.009995,225.889999,227.149994,227.149994,14012600
26-10-2011,203.690002,207.580002,196.509995,198.399994,198.399994,24134200
27-10-2011,204.259995,208.600006,201.100006,206.779999,206.779999,10774300
28-10-2011,206.529999,218.399994,205.75,217.320007,217.320007,9880400
31-10-2011,215.789993,218.889999,213.039993,213.509995,213.509995,7343300
01-11-2011,208.110001,216.210007,207.429993,212.100006,212.100006,8511800
02-11-2011,215.550003,216.789993,212.720001,215.619995,215.619995,6122000
03-11-2011,216.300003,218.5,213.020004,218.289993,218.289993,5315000
04-11-2011,217.649994,218.229996,214.330002,216.479996,216.479996,4065800
07-11-2011,216.839996,220.199997,214,217,217,3860000
08-11-2011,219.199997,219.350006,215.210007,217.990005,217.990005,3914500
09-11-2011,214.949997,215.699997,210.600006,211.220001,211.220001,4680600
10-11-2011,213.5,214.059998,208.100006,210.789993,210.789993,5044600
11-11-2011,212.520004,217.880005,210.309998,217.389999,217.389999,5163100
14-11-2011,215.649994,222.350006,214.25,218.929993,218.929993,6522200
15-11-2011,218,220.330002,214.259995,217.830002,217.830002,5739000
16-11-2011,216.270004,216.970001,211.229996,211.990005,211.990005,5509400
17-11-2011,212.509995,212.899994,202.100006,204.520004,204.520004,7983100
18-11-2011,205.330002,205.339996,197.110001,197.139999,197.139999,8437500
21-11-2011,193.289993,193.360001,185.050003,189.25,189.25,11321200
22-11-2011,186.949997,194.039993,183.580002,192.339996,192.339996,9915600
23-11-2011,193.059998,194.600006,187.889999,188.990005,188.990005,8011300
25-11-2011,190.410004,190.830002,181.509995,182.399994,182.399994,4972000
28-11-2011,191.649994,194.619995,190.539993,194.149994,194.149994,7207300
29-11-2011,194.779999,195.5,187.300003,188.389999,188.389999,6575100
30-11-2011,194.759995,195.300003,188.75,192.289993,192.289993,7717000
01-12-2011,191.850006,198.070007,191.589996,197.130005,197.130005,7327700
02-12-2011,197.070007,199.660004,195.179993,196.029999,196.029999,7526200
05-12-2011,198.860001,199,193.669998,196.240005,196.240005,5922100
06-12-2011,195.979996,198.320007,190.110001,191.990005,191.990005,5202000
07-12-2011,191.029999,196.710007,189.119995,195.320007,195.320007,6427300
08-12-2011,193.570007,195.889999,190.080002,190.479996,190.479996,4361100
09-12-2011,191.210007,193.949997,188.399994,193.029999,193.029999,5158800
12-12-2011,190.029999,191.149994,187.630005,189.520004,189.520004,4343200
13-12-2011,188.559998,189.679993,178.5,180.509995,180.509995,9297300
14-12-2011,179,180.75,170.25,180.210007,180.210007,11614200
15-12-2011,182.050003,184.800003,179.529999,181.259995,181.259995,7259900
16-12-2011,182.419998,184.410004,180.309998,181.259995,181.259995,6664100
19-12-2011,182,183.169998,179,179.330002,179.330002,4533600
20-12-2011,182.690002,183.169998,180.539993,182.520004,182.520004,4600100
21-12-2011,181.919998,183.5,172.490005,174.350006,174.350006,8066700
22-12-2011,175.089996,179.669998,174.210007,179.029999,179.029999,4694900
23-12-2011,179.220001,179.679993,175.600006,177.279999,177.279999,3496500
27-12-2011,177.729996,178.589996,176.160004,176.270004,176.270004,2950900
28-12-2011,176.389999,176.649994,172.279999,173.889999,173.889999,3659500
29-12-2011,169.619995,174.550003,166.970001,173.860001,173.860001,8209300
30-12-2011,173.360001,175.169998,172.490005,173.100006,173.100006,4279800
03-01-2012,175.889999,179.479996,175.550003,179.029999,179.029999,5110800
04-01-2012,179.210007,180.5,176.070007,177.509995,177.509995,4205200
05-01-2012,175.940002,178.25,174.050003,177.610001,177.610001,3809100
06-01-2012,178.070007,184.649994,177.5,182.610001,182.610001,7008400
09-01-2012,182.759995,184.369995,177,178.559998,178.559998,5056900
10-01-2012,181.100006,182.399994,177.100006,179.339996,179.339996,3985800
11-01-2012,179.639999,180.770004,178.190002,178.899994,178.899994,3102700
12-01-2012,179.419998,179.490005,175.75,175.929993,175.929993,5385800
13-01-2012,175.809998,178.800003,173.5,178.419998,178.419998,4753500
17-01-2012,180.149994,183.300003,178.509995,181.660004,181.660004,5644500
18-01-2012,181.940002,190.25,181.119995,189.440002,189.440002,7473500
19-01-2012,190.880005,195.940002,190.360001,194.449997,194.449997,7096000
20-01-2012,190.710007,192.899994,189.039993,190.929993,190.929993,5610300
23-01-2012,190.789993,191.729996,185.229996,186.089996,186.089996,4585300
24-01-2012,185,188.410004,183.820007,187,187,4673800
25-01-2012,186.990005,188.169998,184.610001,187.800003,187.800003,4306400
26-01-2012,189.300003,194.850006,188.729996,193.320007,193.320007,5873600
27-01-2012,193.089996,196.5,192.330002,195.369995,195.369995,4659000
30-01-2012,193.679993,195,190.130005,192.149994,192.149994,5424100
31-01-2012,194,195.630005,189.699997,194.440002,194.440002,12772200
01-02-2012,173.809998,179.949997,172,179.460007,179.460007,21336600
02-02-2012,179.649994,181.940002,176.800003,181.720001,181.720001,8736300
03-02-2012,182.830002,187.899994,181.889999,187.679993,187.679993,8120500
06-02-2012,186.279999,186.559998,182.919998,183.139999,183.139999,5310000
07-02-2012,182.649994,184.940002,182.059998,184.190002,184.190002,5103900
08-02-2012,184.949997,186.490005,182.910004,185.479996,185.479996,5476600
09-02-2012,184.5,185.690002,181.759995,184.979996,184.979996,7189200
10-02-2012,183.419998,187.630005,182.520004,185.539993,185.539993,5797100
13-02-2012,187.169998,192.5,185.679993,191.589996,191.589996,6071400
14-02-2012,191.080002,193.570007,186.100006,191.300003,191.300003,9527100
15-02-2012,191.289993,191.539993,183.259995,184.470001,184.470001,7794400
16-02-2012,177.789993,181.679993,175.139999,179.929993,179.929993,12563800
17-02-2012,180.089996,183.410004,179.360001,182.5,182.5,7418100
21-02-2012,182.649994,184.75,180.580002,182.259995,182.259995,6756500
22-02-2012,181.949997,182.990005,180.289993,180.580002,180.580002,5785400
23-02-2012,179.639999,180.75,176.960007,178.889999,178.889999,5153800
24-02-2012,179.699997,180.740005,178.369995,179.130005,179.130005,3668700
27-02-2012,177.539993,179.190002,176.5,178.529999,178.529999,3706200
28-02-2012,178.899994,184.289993,177.949997,183.800003,183.800003,5764500
29-02-2012,183.889999,184,179.009995,179.690002,179.690002,5300300
01-03-2012,179.889999,180.490005,176.580002,180.039993,180.039993,4936000
02-03-2012,179.479996,181.839996,178.919998,179.300003,179.300003,3657800
05-03-2012,179,181.820007,178.179993,180.259995,180.259995,4682700
06-03-2012,178.679993,183.5,178.039993,181.089996,181.089996,5612200
07-03-2012,182.649994,185.5,182.399994,183.770004,183.770004,4951500
08-03-2012,184.169998,188.380005,183.800003,187.639999,187.639999,4221500
09-03-2012,186.789993,187.199997,183.440002,184.320007,184.320007,4510600
12-03-2012,184.130005,185.399994,182.199997,183.389999,183.389999,2587600
13-03-2012,183.919998,184.869995,180.770004,184.589996,184.589996,4405800
14-03-2012,183.649994,184.320007,181.139999,182.259995,182.259995,3699700
15-03-2012,182.020004,184.429993,180.300003,184.429993,184.429993,4160100
16-03-2012,183.279999,185.679993,182.350006,185.050003,185.050003,4934000
19-03-2012,183.449997,186.679993,183,185.520004,185.520004,3903400
20-03-2012,184.880005,194.410004,182.880005,192.330002,192.330002,9165400
21-03-2012,192.5,194.279999,191.259995,191.729996,191.729996,4214400
22-03-2012,190.539993,194.059998,190.259995,192.399994,192.399994,3739600
23-03-2012,192.009995,196.199997,191.800003,195.039993,195.039993,5984000
26-03-2012,196.479996,202.970001,195.5,202.869995,202.869995,7613700
27-03-2012,203.589996,209.850006,202.880005,205.440002,205.440002,9600800
28-03-2012,206.139999,207,200.309998,201.160004,201.160004,6245000
29-03-2012,201.279999,205.309998,200.630005,204.610001,204.610001,5711200
30-03-2012,205.020004,206.850006,201.869995,202.509995,202.509995,4438100
02-04-2012,198.020004,199.899994,197,198.050003,198.050003,6430300
03-04-2012,198.240005,202.389999,197.5,199.660004,199.660004,5000700
04-04-2012,196.949997,197.679993,192.360001,193.990005,193.990005,5456900
05-04-2012,193.550003,196.029999,193.550003,194.389999,194.389999,3217500
09-04-2012,192.020004,194.199997,190.5,191.869995,191.869995,3135900
10-04-2012,192.75,193.520004,186.570007,186.979996,186.979996,4455000
11-04-2012,189.630005,191.970001,186.789993,187.970001,187.970001,4337800
12-04-2012,188.059998,192.259995,185.610001,190.690002,190.690002,4027900
13-04-2012,189.899994,189.940002,186.259995,188.460007,188.460007,3431800
16-04-2012,189.009995,189.470001,183.649994,185.5,185.5,4044300
17-04-2012,187.210007,190.039993,186.869995,188.389999,188.389999,2829200
18-04-2012,188.820007,193.449997,188.740005,191.070007,191.070007,4001900
19-04-2012,192.929993,194.550003,189.75,191.100006,191.100006,4002400
20-04-2012,192.339996,193.479996,189.800003,189.979996,189.979996,3243600
23-04-2012,188.990005,188.990005,185.509995,188.240005,188.240005,3481000
24-04-2012,188.679993,190.699997,186.509995,190.330002,190.330002,3376300
25-04-2012,191.669998,194.800003,191.600006,194.419998,194.419998,3955100
26-04-2012,193.570007,196.360001,193.020004,195.990005,195.990005,10234000
27-04-2012,224.830002,228.690002,220.220001,226.850006,226.850006,22116900
30-04-2012,223.949997,233.839996,223.050003,231.899994,231.899994,9756900
01-05-2012,229.399994,232.970001,228.399994,230.039993,230.039993,6754900
02-05-2012,227.820007,231.440002,227.399994,230.25,230.25,4593400
03-05-2012,229.740005,232.529999,228.029999,229.449997,229.449997,4055500
04-05-2012,227.800003,229.720001,223.740005,223.990005,223.990005,4585200
07-05-2012,222.360001,226.869995,222.289993,225.160004,225.160004,3314300
08-05-2012,223.149994,225.389999,218.199997,223.899994,223.899994,4522400
09-05-2012,220.589996,225.779999,220.160004,222.979996,222.979996,3712000
10-05-2012,223.910004,229.080002,221.949997,226.690002,226.690002,4648400
11-05-2012,225.949997,230.679993,225.729996,227.679993,227.679993,4193600
14-05-2012,225.600006,227.289993,222.509995,222.929993,222.929993,3096600
15-05-2012,226.5,230.610001,223,224.389999,224.389999,5713700
16-05-2012,225,228,222.5,224.059998,224.059998,5261800
17-05-2012,225.050003,226,218.089996,218.360001,218.360001,4505500
18-05-2012,219.410004,219.630005,212.809998,213.850006,213.850006,5231700
21-05-2012,214.029999,219.979996,212.820007,218.110001,218.110001,3579800
22-05-2012,218.309998,218.869995,213.960007,215.330002,215.330002,3733100
23-05-2012,214.710007,217.550003,211.179993,217.279999,217.279999,4243800
24-05-2012,216.979996,217.660004,212.699997,215.240005,215.240005,3141100
25-05-2012,214.990005,215.979996,212.220001,212.889999,212.889999,2171400
29-05-2012,214.300003,216.550003,212.289993,214.75,214.75,2693900
30-05-2012,212.139999,212.979996,207.75,209.229996,209.229996,4078200
31-05-2012,209.479996,213.789993,207.110001,212.910004,212.910004,4944000
01-06-2012,208.440002,211.229996,207.300003,208.220001,208.220001,3951500
04-06-2012,207.399994,215.350006,206.369995,214.570007,214.570007,4299600
05-06-2012,213.850006,216.860001,211.160004,213.210007,213.210007,3543900
06-06-2012,214.630005,218.399994,214.520004,217.639999,217.639999,2710100
07-06-2012,219.649994,221.490005,218.110001,218.800003,218.800003,3503900
08-06-2012,218.610001,219.419998,216.660004,218.479996,218.479996,2877000
11-06-2012,217.490005,220.869995,215.199997,216.5,216.5,3749100
12-06-2012,217.649994,218,214.520004,216.419998,216.419998,2833300
13-06-2012,215.520004,217.380005,213.520004,214.729996,214.729996,2325200
14-06-2012,215.259995,216.5,212.559998,214.449997,214.449997,3060900
15-06-2012,215.289993,219.330002,214.460007,218.350006,218.350006,3785200
18-06-2012,217.279999,223.759995,216.729996,222.660004,222.660004,3369600
19-06-2012,223.259995,225.199997,221.660004,224.029999,224.029999,2716600
20-06-2012,224.509995,224.740005,220.839996,223.020004,223.020004,2444400
21-06-2012,223.839996,226.029999,220.520004,220.570007,220.570007,2843000
22-06-2012,221.830002,222.509995,219.350006,222.160004,222.160004,2187500
25-06-2012,220.300003,221.589996,218,220.070007,220.070007,2382300
26-06-2012,221.449997,226.389999,221.449997,225.610001,225.610001,3754100
27-06-2012,225.009995,227.5,223.300003,225.619995,225.619995,2799200
28-06-2012,223.919998,224.619995,218.75,221.309998,221.309998,2994800
29-06-2012,224.699997,228.350006,223.710007,228.350006,228.350006,3614400
02-07-2012,229.300003,229.339996,226.339996,229.320007,229.320007,2330700
03-07-2012,229.139999,229.529999,227.589996,229.529999,229.529999,1331700
05-07-2012,228.619995,230.5,226.529999,227.059998,227.059998,2682300
06-07-2012,226.350006,228.899994,224.179993,225.050003,225.050003,3203200
09-07-2012,225,226,223.449997,225.050003,225.050003,1922000
10-07-2012,226.25,227.139999,218.279999,219.5,219.5,2982100
11-07-2012,218.949997,221.740005,215.339996,218.369995,218.369995,2734700
12-07-2012,216.610001,217.300003,212.610001,215.360001,215.360001,2616200
13-07-2012,215.630005,219.309998,213.880005,218.389999,218.389999,2221900
16-07-2012,216.600006,218.309998,214.460007,216.009995,216.009995,2004200
17-07-2012,217.449997,217.940002,213.960007,216.929993,216.929993,1987000
18-07-2012,216.149994,218.669998,215.710007,217.470001,217.470001,2093000
19-07-2012,220.729996,227.5,220.690002,226.169998,226.169998,5449400
20-07-2012,225.360001,229.389999,225.289993,228.289993,228.289993,4170000
23-07-2012,224.720001,226.580002,221.539993,226.009995,226.009995,5515100
24-07-2012,226.270004,226.610001,221.229996,223.039993,223.039993,5008700
25-07-2012,222,222.5,215.910004,217.050003,217.050003,3646700
26-07-2012,220,221.449997,214.949997,220.009995,220.009995,6937400
27-07-2012,225.25,238.339996,224.5,237.320007,237.320007,11313900
30-07-2012,237,240.740005,234.070007,236.089996,236.089996,3736400
31-07-2012,235.100006,236.300003,231.610001,233.300003,233.300003,3453600
01-08-2012,234.139999,234.380005,230.699997,232.089996,232.089996,2543800
02-08-2012,230.559998,234.339996,228.660004,230.809998,230.809998,3048100
03-08-2012,234.029999,236.490005,233.029999,234.970001,234.970001,2825300
06-08-2012,235.559998,235.740005,233.809998,233.990005,233.990005,1843700
07-08-2012,234.130005,238,233.25,236.559998,236.559998,2058300
